id,vehicle_id,route_id,stop_id,lat,lon,delay_seconds,delay_minutes,status,on_time,period,timestamp,date,hour,day_of_week,is_weekend
502,OC-1201,2,AA490,45.41126272893328,-75.71589993600178,159,2.6,on_time,1,PM Peak,2026-05-12T16:47:07.021252,2026-05-12,16,Tuesday,0
503,OC-1202,O1,BUS06,45.47652361759527,-75.5046104325792,590,9.8,very_late,0,PM Peak,2026-05-12T17:02:34.021252,2026-05-12,17,Tuesday,0
504,OC-1203,18,BUS02,45.37839671384672,-75.66419288232582,177,3.0,on_time,1,PM Peak,2026-05-12T16:59:38.021252,2026-05-12,16,Tuesday,0
505,OC-1204,O1,BUS05,45.34080621966386,-75.91308602570255,-3,-0.1,on_time,1,PM Peak,2026-05-12T17:14:20.021252,2026-05-12,17,Tuesday,0
506,OC-1205,38,BUS02,45.37838034335711,-75.66529294397496,46,0.8,on_time,1,PM Peak,2026-05-12T16:52:21.021252,2026-05-12,16,Tuesday,0
507,OC-1206,O1,AA550,45.41469194014294,-75.65573146676745,-17,-0.3,on_time,1,PM Peak,2026-05-12T16:50:41.021252,2026-05-12,16,Tuesday,0
508,OC-1207,2,AA490,45.41395518399395,-75.71375292285889,-43,-0.7,on_time,1,PM Peak,2026-05-12T16:54:36.021252,2026-05-12,16,Tuesday,0
509,OC-1208,96,AA170,45.398318583925665,-75.73851107485858,125,2.1,on_time,1,PM Peak,2026-05-12T17:05:10.021252,2026-05-12,17,Tuesday,0
510,OC-1209,38,BUS01,45.38587359450125,-75.6955983596351,573,9.6,very_late,0,PM Peak,2026-05-12T17:24:23.021252,2026-05-12,17,Tuesday,0
511,OC-1210,38,AA500,45.419618920703435,-75.70607124241519,103,1.7,on_time,1,PM Peak,2026-05-12T17:04:35.021252,2026-05-12,17,Tuesday,0
512,OC-1211,2,AA580,45.42645954125412,-75.60488572715002,113,1.9,on_time,1,PM Peak,2026-05-12T17:22:50.021252,2026-05-12,17,Tuesday,0
513,OC-1212,12,BUS01,45.38527370743817,-75.69554570687785,139,2.3,on_time,1,PM Peak,2026-05-12T17:22:49.021252,2026-05-12,17,Tuesday,0
514,OC-1213,O1,BUS05,45.341631324911994,-75.91122611524858,209,3.5,late,0,PM Peak,2026-05-12T16:26:55.021252,2026-05-12,16,Tuesday,0
515,OC-1214,1,AA520,45.42523593875532,-75.69364070137289,618,10.3,very_late,0,PM Peak,2026-05-12T16:43:47.021252,2026-05-12,16,Tuesday,0
516,OC-1215,1,AA520,45.426629378539346,-75.694721658315,-24,-0.4,on_time,1,PM Peak,2026-05-12T17:24:30.021252,2026-05-12,17,Tuesday,0
517,OC-1216,O2,AA010,45.346860531520136,-75.80632067002495,603,10.1,very_late,0,PM Peak,2026-05-12T16:31:23.021252,2026-05-12,16,Tuesday,0
518,OC-1217,38,AA520,45.42529753156832,-75.69123437030412,16,0.3,on_time,1,PM Peak,2026-05-12T16:50:23.021252,2026-05-12,16,Tuesday,0
519,OC-1218,97,AA490,45.414017743516496,-75.71680095003028,-50,-0.8,on_time,1,PM Peak,2026-05-12T16:28:43.021252,2026-05-12,16,Tuesday,0
520,OC-1219,2,AA550,45.41294264681956,-75.6542318232532,297,5.0,late,0,PM Peak,2026-05-12T16:55:22.021252,2026-05-12,16,Tuesday,0
521,OC-1220,18,AA530,45.42238069142193,-75.6835564409112,97,1.6,on_time,1,PM Peak,2026-05-12T17:16:40.021252,2026-05-12,17,Tuesday,0
522,OC-1221,O1,BUS06,45.4762336775674,-75.50611792625799,132,2.2,on_time,1,PM Peak,2026-05-12T16:58:21.021252,2026-05-12,16,Tuesday,0
523,OC-1222,97,AA170,45.40078129634891,-75.73593060189076,-11,-0.2,on_time,1,PM Peak,2026-05-12T16:25:39.021252,2026-05-12,16,Tuesday,0
524,OC-1223,18,AA560,45.41298954131445,-75.64027737995458,-90,-1.5,early,1,PM Peak,2026-05-12T16:47:31.021252,2026-05-12,16,Tuesday,0
525,OC-1224,7,AA590,45.43300104938623,-75.58666658319031,584,9.7,very_late,0,PM Peak,2026-05-12T17:01:29.021252,2026-05-12,17,Tuesday,0
526,OC-1225,38,AA490,45.41274487838204,-75.71516098299858,572,9.5,very_late,0,PM Peak,2026-05-12T16:52:14.021252,2026-05-12,16,Tuesday,0
527,OC-1226,2,AA570,45.41861769153802,-75.61743943332381,36,0.6,on_time,1,PM Peak,2026-05-12T17:04:26.021252,2026-05-12,17,Tuesday,0
528,OC-1227,18,AA500,45.41968749272231,-75.7042095427627,-130,-2.2,early,1,PM Peak,2026-05-12T16:52:47.021252,2026-05-12,16,Tuesday,0
529,OC-1228,95,AA580,45.42642345253358,-75.60425729389223,54,0.9,on_time,1,PM Peak,2026-05-12T16:31:08.021252,2026-05-12,16,Tuesday,0
530,OC-1229,40,BUS04,45.27924109824735,-75.7446419468754,55,0.9,on_time,1,PM Peak,2026-05-12T16:30:30.021252,2026-05-12,16,Tuesday,0
531,OC-1230,38,AA520,45.424456106559354,-75.6929601917507,130,2.2,on_time,1,PM Peak,2026-05-12T16:30:20.021252,2026-05-12,16,Tuesday,0
532,OC-1231,38,AA580,45.42659075934399,-75.60558878188888,322,5.4,very_late,0,PM Peak,2026-05-12T17:14:47.021252,2026-05-12,17,Tuesday,0
533,OC-1232,18,AA530,45.42404086118219,-75.68137796395793,159,2.6,on_time,1,PM Peak,2026-05-12T16:36:58.021252,2026-05-12,16,Tuesday,0
534,OC-1233,7,BUS03,45.36031787235883,-75.63927546608674,198,3.3,late,0,PM Peak,2026-05-12T16:56:48.021252,2026-05-12,16,Tuesday,0
535,OC-1234,97,AA570,45.41760382960557,-75.61972685496602,290,4.8,late,0,PM Peak,2026-05-12T17:24:07.021252,2026-05-12,17,Tuesday,0
536,OC-1235,95,AA560,45.41122468848085,-75.63997065245884,7,0.1,on_time,1,PM Peak,2026-05-12T17:19:29.021252,2026-05-12,17,Tuesday,0
537,OC-1236,18,BUS02,45.37947495039796,-75.6658516918696,-147,-2.5,early,1,PM Peak,2026-05-12T16:55:59.021252,2026-05-12,16,Tuesday,0
538,OC-1237,O1,AA490,45.41253792990633,-75.71467868237036,182,3.0,late,0,PM Peak,2026-05-12T17:07:07.021252,2026-05-12,17,Tuesday,0
539,OC-1238,O2,AA170,45.39775295786028,-75.73657997666372,191,3.2,late,0,PM Peak,2026-05-12T16:55:50.021252,2026-05-12,16,Tuesday,0
540,OC-1239,96,AA510,45.427243867245295,-75.697650491287,36,0.6,on_time,1,PM Peak,2026-05-12T16:29:21.021252,2026-05-12,16,Tuesday,0
541,OC-1240,O2,AA490,45.4111565685048,-75.71416951318271,281,4.7,late,0,PM Peak,2026-05-12T16:59:34.021252,2026-05-12,16,Tuesday,0
542,OC-1241,95,BUS04,45.27945559183875,-75.74232825284354,160,2.7,on_time,1,PM Peak,2026-05-12T17:00:49.021252,2026-05-12,17,Tuesday,0
543,OC-1242,40,BUS01,45.38439154344953,-75.69484309227374,13,0.2,on_time,1,PM Peak,2026-05-12T17:18:00.021252,2026-05-12,17,Tuesday,0
544,OC-1243,O1,AA570,45.41923185284967,-75.6184537431811,-24,-0.4,on_time,1,PM Peak,2026-05-12T16:29:37.021252,2026-05-12,16,Tuesday,0
545,OC-1244,18,AA510,45.426654448424024,-75.69733301417978,-53,-0.9,on_time,1,PM Peak,2026-05-12T16:47:53.021252,2026-05-12,16,Tuesday,0
546,OC-1245,18,AA590,45.43475200879826,-75.58876167245033,195,3.2,late,0,PM Peak,2026-05-12T16:33:56.021252,2026-05-12,16,Tuesday,0
547,OC-1246,40,AA570,45.41981132348862,-75.61621156550231,-18,-0.3,on_time,1,PM Peak,2026-05-12T17:20:38.021252,2026-05-12,17,Tuesday,0
548,OC-1247,O1,BUS04,45.27969362546529,-75.74455268761461,312,5.2,very_late,0,PM Peak,2026-05-12T16:31:30.021252,2026-05-12,16,Tuesday,0
549,OC-1248,38,AA560,45.41479067307014,-75.64005491631652,-9,-0.1,on_time,1,PM Peak,2026-05-12T16:37:26.021252,2026-05-12,16,Tuesday,0
550,OC-1249,12,AA510,45.42737771355475,-75.70059543694532,-72,-1.2,early,1,PM Peak,2026-05-12T16:35:42.021252,2026-05-12,16,Tuesday,0
551,OC-1250,96,BUS04,45.28150557109017,-75.74352787413802,291,4.8,late,0,PM Peak,2026-05-12T16:27:42.021252,2026-05-12,16,Tuesday,0
552,OC-1251,97,AA590,45.43432538022676,-75.58691560874507,-49,-0.8,on_time,1,PM Peak,2026-05-12T16:35:39.021252,2026-05-12,16,Tuesday,0
553,OC-1252,7,BUS02,45.380705451688755,-75.66604987919422,23,0.4,on_time,1,PM Peak,2026-05-12T16:28:06.021252,2026-05-12,16,Tuesday,0
554,OC-1253,95,AA560,45.41279571185213,-75.63986395540121,620,10.3,very_late,0,PM Peak,2026-05-12T17:16:29.021252,2026-05-12,17,Tuesday,0
555,OC-1254,18,BUS03,45.36071322730026,-75.63971832242655,-7,-0.1,on_time,1,PM Peak,2026-05-12T17:22:08.021252,2026-05-12,17,Tuesday,0
556,OC-1255,95,BUS02,45.379527489736766,-75.66489016084616,19,0.3,on_time,1,PM Peak,2026-05-12T17:17:39.021252,2026-05-12,17,Tuesday,0
557,OC-1256,7,AA530,45.424492007680236,-75.68379128078696,158,2.6,on_time,1,PM Peak,2026-05-12T17:19:49.021252,2026-05-12,17,Tuesday,0
558,OC-1257,95,AA580,45.42938356910693,-75.60259533580766,-45,-0.8,on_time,1,PM Peak,2026-05-12T17:02:59.021252,2026-05-12,17,Tuesday,0
559,OC-1258,18,AA490,45.41279727688149,-75.7149465890483,-43,-0.7,on_time,1,PM Peak,2026-05-12T17:17:13.021252,2026-05-12,17,Tuesday,0
560,OC-1259,40,AA490,45.41239834031255,-75.71689331923679,86,1.4,on_time,1,PM Peak,2026-05-12T16:40:17.021252,2026-05-12,16,Tuesday,0
561,OC-1260,1,AA590,45.432544664472175,-75.58967357825115,-15,-0.2,on_time,1,PM Peak,2026-05-12T16:59:24.021252,2026-05-12,16,Tuesday,0
562,OC-1261,12,AA010,45.34885881709009,-75.80665883857634,-37,-0.6,on_time,1,PM Peak,2026-05-12T16:46:53.021252,2026-05-12,16,Tuesday,0
563,OC-1262,7,AA510,45.42731904633261,-75.6982157120457,28,0.5,on_time,1,PM Peak,2026-05-12T16:27:44.021252,2026-05-12,16,Tuesday,0
564,OC-1263,7,BUS03,45.36162342995641,-75.64192398446036,150,2.5,on_time,1,PM Peak,2026-05-12T16:55:45.021252,2026-05-12,16,Tuesday,0
565,OC-1264,12,AA510,45.426111086023546,-75.7005552525587,608,10.1,very_late,0,PM Peak,2026-05-12T17:02:35.021252,2026-05-12,17,Tuesday,0
566,OC-1265,18,AA540,45.41495375801384,-75.66944419307131,-87,-1.4,early,1,PM Peak,2026-05-12T16:45:41.021252,2026-05-12,16,Tuesday,0
567,OC-1266,97,BUS02,45.38162058754265,-75.66461304382874,-37,-0.6,on_time,1,PM Peak,2026-05-12T16:29:25.021252,2026-05-12,16,Tuesday,0
568,OC-1267,1,BUS04,45.278574307360984,-75.74428304442759,15,0.2,on_time,1,PM Peak,2026-05-12T17:04:23.021252,2026-05-12,17,Tuesday,0
569,OC-1268,97,AA580,45.42674925564719,-75.60332714038832,176,2.9,on_time,1,PM Peak,2026-05-12T16:41:33.021252,2026-05-12,16,Tuesday,0
570,OC-1269,96,AA580,45.428029310786314,-75.60204667405762,124,2.1,on_time,1,PM Peak,2026-05-12T16:29:45.021252,2026-05-12,16,Tuesday,0
571,OC-1270,96,AA010,45.348542683165874,-75.80407584230979,32,0.5,on_time,1,PM Peak,2026-05-12T16:51:47.021252,2026-05-12,16,Tuesday,0
572,OC-1271,18,AA010,45.34696450369754,-75.80537158239996,-68,-1.1,early,1,PM Peak,2026-05-12T16:49:30.021252,2026-05-12,16,Tuesday,0
573,OC-1272,2,BUS06,45.47517734275318,-75.50481594501916,-22,-0.4,on_time,1,PM Peak,2026-05-12T17:15:19.021252,2026-05-12,17,Tuesday,0
574,OC-1273,O1,AA520,45.42792327674316,-75.69308587531353,299,5.0,late,0,PM Peak,2026-05-12T17:21:49.021252,2026-05-12,17,Tuesday,0
575,OC-1274,7,AA510,45.42777442060285,-75.7008520648392,619,10.3,very_late,0,PM Peak,2026-05-12T16:29:26.021252,2026-05-12,16,Tuesday,0
576,OC-1275,12,AA170,45.39716762376772,-75.73526651608019,26,0.4,on_time,1,PM Peak,2026-05-12T17:19:08.021252,2026-05-12,17,Tuesday,0
577,OC-1276,96,AA590,45.43201325506081,-75.58698683632471,120,2.0,on_time,1,PM Peak,2026-05-12T17:20:47.021252,2026-05-12,17,Tuesday,0
578,OC-1277,12,AA560,45.41362292547023,-75.64090713357554,-95,-1.6,early,1,PM Peak,2026-05-12T16:49:30.021252,2026-05-12,16,Tuesday,0
579,OC-1278,38,BUS01,45.38557854997982,-75.69645342092696,598,10.0,very_late,0,PM Peak,2026-05-12T16:52:26.021252,2026-05-12,16,Tuesday,0
580,OC-1279,7,BUS03,45.36169724186651,-75.63992289658586,53,0.9,on_time,1,PM Peak,2026-05-12T17:12:22.021252,2026-05-12,17,Tuesday,0
581,OC-1280,2,BUS01,45.38598039265938,-75.69727817405625,38,0.6,on_time,1,PM Peak,2026-05-12T16:30:31.021252,2026-05-12,16,Tuesday,0
582,OC-1281,18,AA570,45.419643676885826,-75.61877401657563,-70,-1.2,early,1,PM Peak,2026-05-12T16:32:08.021252,2026-05-12,16,Tuesday,0
583,OC-1282,97,BUS01,45.38340618793509,-75.6978305793486,598,10.0,very_late,0,PM Peak,2026-05-12T16:36:30.021252,2026-05-12,16,Tuesday,0
584,OC-1283,38,BUS01,45.385791617514414,-75.69769983534005,320,5.3,very_late,0,PM Peak,2026-05-12T16:43:52.021252,2026-05-12,16,Tuesday,0
585,OC-1284,O1,AA590,45.433999591937045,-75.58936005309364,141,2.4,on_time,1,PM Peak,2026-05-12T16:49:56.021252,2026-05-12,16,Tuesday,0
586,OC-1285,1,AA510,45.427125247878976,-75.70086080413681,193,3.2,late,0,PM Peak,2026-05-12T17:23:04.021252,2026-05-12,17,Tuesday,0
587,OC-1286,2,AA540,45.41544860233017,-75.66820213155248,293,4.9,late,0,PM Peak,2026-05-12T17:18:16.021252,2026-05-12,17,Tuesday,0
588,OC-1287,1,AA510,45.425483858030205,-75.6992242428433,90,1.5,on_time,1,PM Peak,2026-05-12T17:11:29.021252,2026-05-12,17,Tuesday,0
589,OC-1288,2,BUS06,45.476592136183804,-75.50440175705317,113,1.9,on_time,1,PM Peak,2026-05-12T16:34:31.021252,2026-05-12,16,Tuesday,0
590,OC-1289,12,AA500,45.420996175841026,-75.70645205047984,581,9.7,very_late,0,PM Peak,2026-05-12T16:26:54.021252,2026-05-12,16,Tuesday,0
591,OC-1290,96,AA500,45.42078509244962,-75.70401453955138,15,0.2,on_time,1,PM Peak,2026-05-12T16:43:00.021252,2026-05-12,16,Tuesday,0
592,OC-1291,18,BUS03,45.36141130516154,-75.64019182925902,-82,-1.4,early,1,PM Peak,2026-05-12T16:38:47.021252,2026-05-12,16,Tuesday,0
593,OC-1292,O2,BUS02,45.381946298638574,-75.66432864083805,324,5.4,very_late,0,PM Peak,2026-05-12T16:31:07.021252,2026-05-12,16,Tuesday,0
594,OC-1293,O2,AA490,45.41456532672941,-75.71359455179699,108,1.8,on_time,1,PM Peak,2026-05-12T17:02:40.021252,2026-05-12,17,Tuesday,0
595,OC-1294,O2,AA520,45.424896966460985,-75.69105946981308,2,0.0,on_time,1,PM Peak,2026-05-12T17:19:18.021252,2026-05-12,17,Tuesday,0
596,OC-1295,7,AA540,45.41544358609777,-75.66971089037153,31,0.5,on_time,1,PM Peak,2026-05-12T17:19:05.021252,2026-05-12,17,Tuesday,0
597,OC-1296,95,BUS05,45.339344861926605,-75.91276283712989,206,3.4,late,0,PM Peak,2026-05-12T16:33:59.021252,2026-05-12,16,Tuesday,0
598,OC-1297,O2,BUS03,45.35963773410986,-75.6397003979661,49,0.8,on_time,1,PM Peak,2026-05-12T17:01:01.021252,2026-05-12,17,Tuesday,0
599,OC-1298,7,AA570,45.41886333279848,-75.61793055995271,-62,-1.0,early,1,PM Peak,2026-05-12T17:08:59.021252,2026-05-12,17,Tuesday,0
600,OC-1299,7,BUS05,45.342071126549435,-75.91348386816883,161,2.7,on_time,1,PM Peak,2026-05-12T17:08:48.021252,2026-05-12,17,Tuesday,0
601,OC-1000,O1,AA500,45.41997956741521,-75.7074418482859,587,9.8,very_late,0,PM Peak,2026-05-12T16:31:56.432067,2026-05-12,16,Tuesday,0
602,OC-1001,2,BUS05,45.33912713071793,-75.91362521904055,177,3.0,on_time,1,PM Peak,2026-05-12T16:36:10.432067,2026-05-12,16,Tuesday,0
603,OC-1002,12,BUS04,45.27879535060275,-75.74340046224889,-115,-1.9,early,1,PM Peak,2026-05-12T17:11:19.432067,2026-05-12,17,Tuesday,0
604,OC-1003,96,BUS01,45.38311276283292,-75.69452279871683,67,1.1,on_time,1,PM Peak,2026-05-12T16:45:16.432067,2026-05-12,16,Tuesday,0
605,OC-1004,7,BUS01,45.38286125504843,-75.69494602348396,-21,-0.3,on_time,1,PM Peak,2026-05-12T16:53:27.432067,2026-05-12,16,Tuesday,0
606,OC-1005,2,AA490,45.41438997746538,-75.71458509587454,-68,-1.1,early,1,PM Peak,2026-05-12T16:56:10.432067,2026-05-12,16,Tuesday,0
607,OC-1006,1,BUS02,45.379514137508835,-75.66479183747491,-31,-0.5,on_time,1,PM Peak,2026-05-12T17:06:50.432067,2026-05-12,17,Tuesday,0
608,OC-1007,O1,AA580,45.42627822059529,-75.60335494672573,15,0.2,on_time,1,PM Peak,2026-05-12T17:09:38.432067,2026-05-12,17,Tuesday,0
609,OC-1008,18,AA490,45.411404005717635,-75.71588810558757,25,0.4,on_time,1,PM Peak,2026-05-12T17:28:37.432067,2026-05-12,17,Tuesday,0
610,OC-1009,O1,AA580,45.426838028123086,-75.6049320887118,-8,-0.1,on_time,1,PM Peak,2026-05-12T16:41:20.432067,2026-05-12,16,Tuesday,0
611,OC-1010,O1,AA490,45.41313655950812,-75.7160207562994,280,4.7,late,0,PM Peak,2026-05-12T17:11:49.432067,2026-05-12,17,Tuesday,0
612,OC-1011,95,AA590,45.433227798975096,-75.58726154299603,314,5.2,very_late,0,PM Peak,2026-05-12T16:48:39.432067,2026-05-12,16,Tuesday,0
613,OC-1012,1,AA540,45.415261812192234,-75.6709290364961,-99,-1.6,early,1,PM Peak,2026-05-12T17:26:20.432067,2026-05-12,17,Tuesday,0
614,OC-1013,12,BUS06,45.475850506176215,-75.50500307496203,590,9.8,very_late,0,PM Peak,2026-05-12T17:30:03.432067,2026-05-12,17,Tuesday,0
615,OC-1014,O1,BUS02,45.37898651003078,-75.66475452746336,-22,-0.4,on_time,1,PM Peak,2026-05-12T16:39:59.432067,2026-05-12,16,Tuesday,0
616,OC-1015,18,BUS06,45.476447985774854,-75.50301069688804,175,2.9,on_time,1,PM Peak,2026-05-12T16:59:28.432067,2026-05-12,16,Tuesday,0
617,OC-1016,7,BUS04,45.2781884655017,-75.7455614034786,-42,-0.7,on_time,1,PM Peak,2026-05-12T17:03:55.432067,2026-05-12,17,Tuesday,0
618,OC-1017,O1,AA520,45.42638563612293,-75.6934609307533,297,5.0,late,0,PM Peak,2026-05-12T17:24:18.432067,2026-05-12,17,Tuesday,0
619,OC-1018,97,BUS02,45.38144311880894,-75.66695407591223,5,0.1,on_time,1,PM Peak,2026-05-12T17:06:21.432067,2026-05-12,17,Tuesday,0
620,OC-1019,O2,AA500,45.42006730075981,-75.70543615280569,138,2.3,on_time,1,PM Peak,2026-05-12T17:16:46.432067,2026-05-12,17,Tuesday,0
621,OC-1020,2,AA560,45.411012981264406,-75.63911163175476,-31,-0.5,on_time,1,PM Peak,2026-05-12T16:59:54.432067,2026-05-12,16,Tuesday,0
622,OC-1021,O2,AA550,45.41465051135738,-75.65251792572064,-28,-0.5,on_time,1,PM Peak,2026-05-12T17:04:24.432067,2026-05-12,17,Tuesday,0
623,OC-1022,18,BUS04,45.279495655410365,-75.74535380385699,-21,-0.3,on_time,1,PM Peak,2026-05-12T17:11:48.432067,2026-05-12,17,Tuesday,0
624,OC-1023,96,AA010,45.34607790696954,-75.80428360553493,1,0.0,on_time,1,PM Peak,2026-05-12T17:11:07.432067,2026-05-12,17,Tuesday,0
625,OC-1024,18,AA540,45.41626942777475,-75.67168497180684,26,0.4,on_time,1,PM Peak,2026-05-12T16:34:11.432067,2026-05-12,16,Tuesday,0
626,OC-1025,O2,BUS03,45.360130824678116,-75.64149695795392,-42,-0.7,on_time,1,PM Peak,2026-05-12T17:25:56.432067,2026-05-12,17,Tuesday,0
627,OC-1026,O1,BUS03,45.36011069514967,-75.63957362433007,-44,-0.7,on_time,1,PM Peak,2026-05-12T17:07:45.432067,2026-05-12,17,Tuesday,0
628,OC-1027,12,BUS05,45.33980460425356,-75.9127531348348,614,10.2,very_late,0,PM Peak,2026-05-12T17:21:47.432067,2026-05-12,17,Tuesday,0
629,OC-1028,O1,AA580,45.42648401678347,-75.60510121065187,118,2.0,on_time,1,PM Peak,2026-05-12T17:00:08.432067,2026-05-12,17,Tuesday,0
630,OC-1029,38,AA010,45.34835376045764,-75.80797123664405,104,1.7,on_time,1,PM Peak,2026-05-12T17:10:23.432067,2026-05-12,17,Tuesday,0
631,OC-1030,O2,AA170,45.39712565183221,-75.73767828604367,-33,-0.6,on_time,1,PM Peak,2026-05-12T16:45:51.432067,2026-05-12,16,Tuesday,0
632,OC-1031,96,AA540,45.41485694722948,-75.6714707526051,301,5.0,very_late,0,PM Peak,2026-05-12T16:49:14.432067,2026-05-12,16,Tuesday,0
633,OC-1032,97,BUS06,45.47689189177178,-75.50537176015405,20,0.3,on_time,1,PM Peak,2026-05-12T17:02:30.432067,2026-05-12,17,Tuesday,0
634,OC-1033,2,AA500,45.42069431449208,-75.70613190132785,22,0.4,on_time,1,PM Peak,2026-05-12T17:15:13.432067,2026-05-12,17,Tuesday,0
635,OC-1034,O2,AA170,45.39739367148461,-75.73738951487158,311,5.2,very_late,0,PM Peak,2026-05-12T17:16:12.432067,2026-05-12,17,Tuesday,0
636,OC-1035,38,AA500,45.42114514301564,-75.70743927081162,-18,-0.3,on_time,1,PM Peak,2026-05-12T16:47:12.432067,2026-05-12,16,Tuesday,0
637,OC-1036,7,AA550,45.4146930623971,-75.65422747701979,25,0.4,on_time,1,PM Peak,2026-05-12T17:01:48.432067,2026-05-12,17,Tuesday,0
638,OC-1037,96,AA500,45.42234411034032,-75.70412401497086,304,5.1,very_late,0,PM Peak,2026-05-12T16:33:41.432067,2026-05-12,16,Tuesday,0
639,OC-1038,12,AA520,45.424854989196795,-75.6933958388298,60,1.0,on_time,1,PM Peak,2026-05-12T16:57:58.432067,2026-05-12,16,Tuesday,0
640,OC-1039,1,AA520,45.425060812232694,-75.6918637175922,-126,-2.1,early,1,PM Peak,2026-05-12T16:56:06.432067,2026-05-12,16,Tuesday,0
641,OC-1040,95,AA560,45.41498169075797,-75.63977692670638,616,10.3,very_late,0,PM Peak,2026-05-12T16:59:06.432067,2026-05-12,16,Tuesday,0
642,OC-1041,O2,BUS03,45.35887080359365,-75.64176606683198,-12,-0.2,on_time,1,PM Peak,2026-05-12T16:40:48.432067,2026-05-12,16,Tuesday,0
643,OC-1042,O2,BUS05,45.33922866109163,-75.91166328962217,590,9.8,very_late,0,PM Peak,2026-05-12T16:34:23.432067,2026-05-12,16,Tuesday,0
644,OC-1043,96,BUS04,45.27832044586096,-75.74525670015608,-118,-2.0,early,1,PM Peak,2026-05-12T16:40:58.432067,2026-05-12,16,Tuesday,0
645,OC-1044,97,AA490,45.41147954645579,-75.71343885074349,-5,-0.1,on_time,1,PM Peak,2026-05-12T17:16:19.432067,2026-05-12,17,Tuesday,0
646,OC-1045,12,BUS06,45.475327933621976,-75.5043705073421,-111,-1.9,early,1,PM Peak,2026-05-12T17:10:49.432067,2026-05-12,17,Tuesday,0
647,OC-1046,97,BUS04,45.28067890389908,-75.74474326454882,-17,-0.3,on_time,1,PM Peak,2026-05-12T16:51:49.432067,2026-05-12,16,Tuesday,0
648,OC-1047,18,AA590,45.4321999883192,-75.5887352912149,311,5.2,very_late,0,PM Peak,2026-05-12T16:39:10.432067,2026-05-12,16,Tuesday,0
649,OC-1048,2,AA010,45.34998438579142,-75.8077069571156,186,3.1,late,0,PM Peak,2026-05-12T17:01:31.432067,2026-05-12,17,Tuesday,0
650,OC-1049,12,BUS04,45.27939603533986,-75.74572483474375,-1,0.0,on_time,1,PM Peak,2026-05-12T16:48:20.432067,2026-05-12,16,Tuesday,0
651,OC-1050,12,AA580,45.429334979818556,-75.60318584029964,-32,-0.5,on_time,1,PM Peak,2026-05-12T16:49:41.432067,2026-05-12,16,Tuesday,0
652,OC-1051,97,BUS04,45.28021840912996,-75.74227297584225,322,5.4,very_late,0,PM Peak,2026-05-12T16:30:46.432067,2026-05-12,16,Tuesday,0
653,OC-1052,2,AA510,45.42442814391084,-75.69878710543645,-34,-0.6,on_time,1,PM Peak,2026-05-12T16:48:17.432067,2026-05-12,16,Tuesday,0
654,OC-1053,18,AA560,45.41237152115117,-75.63925001148479,15,0.2,on_time,1,PM Peak,2026-05-12T17:11:31.432067,2026-05-12,17,Tuesday,0
655,OC-1054,18,BUS04,45.281632636184874,-75.74579680442535,27,0.5,on_time,1,PM Peak,2026-05-12T17:03:35.432067,2026-05-12,17,Tuesday,0
656,OC-1055,O1,BUS01,45.38201418275635,-75.69491552310792,-28,-0.5,on_time,1,PM Peak,2026-05-12T17:26:51.432067,2026-05-12,17,Tuesday,0
657,OC-1056,O1,AA550,45.4132067216845,-75.65428925232408,598,10.0,very_late,0,PM Peak,2026-05-12T16:41:15.432067,2026-05-12,16,Tuesday,0
658,OC-1057,1,AA500,45.419596217141915,-75.70785588744776,627,10.4,very_late,0,PM Peak,2026-05-12T16:35:22.432067,2026-05-12,16,Tuesday,0
659,OC-1058,38,BUS06,45.475509782077125,-75.50576696660028,-33,-0.6,on_time,1,PM Peak,2026-05-12T17:07:57.432067,2026-05-12,17,Tuesday,0
660,OC-1059,1,AA580,45.42866773364254,-75.60458528546154,285,4.8,late,0,PM Peak,2026-05-12T16:44:34.432067,2026-05-12,16,Tuesday,0
661,OC-1060,96,BUS01,45.38570305529028,-75.69705305067109,579,9.7,very_late,0,PM Peak,2026-05-12T17:12:36.432067,2026-05-12,17,Tuesday,0
662,OC-1061,7,AA520,45.426946257887025,-75.6936712581282,-139,-2.3,early,1,PM Peak,2026-05-12T16:58:22.432067,2026-05-12,16,Tuesday,0
663,OC-1062,40,AA540,45.416805112752556,-75.67046983310962,-10,-0.2,on_time,1,PM Peak,2026-05-12T16:48:26.432067,2026-05-12,16,Tuesday,0
664,OC-1063,1,BUS03,45.361673807604916,-75.64060136630222,22,0.4,on_time,1,PM Peak,2026-05-12T16:45:25.432067,2026-05-12,16,Tuesday,0
665,OC-1064,12,AA540,45.41559386391425,-75.6708855877559,282,4.7,late,0,PM Peak,2026-05-12T16:31:50.432067,2026-05-12,16,Tuesday,0
666,OC-1065,2,AA550,45.412598713537434,-75.65207540125121,302,5.0,very_late,0,PM Peak,2026-05-12T16:54:12.432067,2026-05-12,16,Tuesday,0
667,OC-1066,96,AA570,45.420881602444084,-75.6192857287353,-34,-0.6,on_time,1,PM Peak,2026-05-12T16:32:07.432067,2026-05-12,16,Tuesday,0
668,OC-1067,18,AA170,45.39838274844672,-75.73585428728718,177,3.0,on_time,1,PM Peak,2026-05-12T16:37:38.432067,2026-05-12,16,Tuesday,0
669,OC-1068,40,BUS04,45.28030635217399,-75.74498110997544,57,0.9,on_time,1,PM Peak,2026-05-12T16:38:07.432067,2026-05-12,16,Tuesday,0
